s,p,o,weight,model
ex:coin_17935,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_17937,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_17937,nmo:hasPortrait,ex:person_140,1.0,
ex:coin_17953,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_17953,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_17966,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_17966,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_17982,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_17982,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_17989,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_17989,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18020,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18020,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_18030,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18030,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18034,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18034,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18055,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18055,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18056,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18056,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18075,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18075,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18077,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18077,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_18083,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18083,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18296,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18296,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_18368,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18368,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_18437,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18437,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_18478,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18478,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_18492,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18492,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_18494,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18494,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_18498,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18498,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_18644,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18644,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18675,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18675,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_18676,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18676,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_18711,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18711,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_18718,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_18718,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_27988,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_27988,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_28316,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28316,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_28317,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28317,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_28318,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28318,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_28319,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28319,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_28320,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28320,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_28321,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_28321,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_29721,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_29721,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_30093,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30093,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_30122,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30122,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_30191,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30191,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_30238,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30238,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_30277,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30277,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_30578,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_30578,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_32360,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_32360,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_33762,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_33762,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_34817,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_34817,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35799,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35799,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35866,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35866,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_35867,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35867,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_35868,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35868,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_35869,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35869,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_35870,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35870,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_35871,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35871,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_35872,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35872,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35873,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35873,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35874,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35874,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35875,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35875,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35876,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35876,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35877,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35877,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35878,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35878,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35879,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35879,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35880,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35880,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_35884,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35884,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35885,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35885,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35886,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35886,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35887,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35887,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35888,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35888,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35889,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35889,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35906,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35906,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35907,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35907,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35961,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35961,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_35962,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35962,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35963,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35963,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_35964,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35964,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35965,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35965,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35966,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35966,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35967,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35967,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35987,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35987,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35990,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35990,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35991,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35991,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_35997,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_35997,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36000,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36000,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36002,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36002,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36003,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36003,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36004,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36004,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36032,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36032,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36033,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36033,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_36034,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36034,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36045,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36045,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36047,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36047,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36049,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36049,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36052,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36052,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36059,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36059,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36065,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36065,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36076,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36076,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36077,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36077,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36083,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36083,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36086,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36086,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_36087,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36087,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36088,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36088,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_36095,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36095,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36096,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36096,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_36106,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36106,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36117,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36117,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36121,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36121,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36123,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36123,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36132,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36132,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36138,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36138,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_36142,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36142,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36144,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36144,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36147,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36147,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36164,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36164,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36168,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36168,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36172,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36172,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36175,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36175,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36184,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36184,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36187,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36187,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_36189,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36189,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36192,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36192,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36197,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36197,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36198,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36198,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36207,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36207,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36208,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36208,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_36216,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36216,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_36247,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36247,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_36248,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36248,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36249,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36249,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36250,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36250,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36255,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36255,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36268,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36268,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36269,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36269,nmo:hasPortrait,ex:person_135,1.0,
ex:coin_36278,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36278,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36281,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36281,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36282,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36282,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36285,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36285,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36290,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36290,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36292,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36292,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36296,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36296,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36297,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36297,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36300,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36300,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_36303,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36303,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_36305,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36305,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36308,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36308,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36316,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36316,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36318,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36318,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_36331,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36331,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_36338,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_36338,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_41309,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_41309,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_42735,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42735,nmo:hasPortrait,ex:person_126,1.0,
ex:coin_42797,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42797,nmo:hasPortrait,ex:person_118,1.0,
ex:coin_42809,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42809,nmo:hasPortrait,ex:person_140,1.0,
ex:coin_42841,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42841,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_42865,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42865,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_42880,nmo:hasIssuer,ex:issuer_88,1.0,
ex:coin_42880,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_4590,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_4590,nmo:hasPortrait,ex:person_19,1.0,
ex:issuer_93,ex:inPossibleIssuersOf,ex:person_140,1.0,
ex:coin_4615,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_4615,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_4982,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_4982,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_5420,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_5420,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_5695,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_5695,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_6436,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_6436,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_6537,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_6537,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_7917,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_7917,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_8398,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_8398,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_8516,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_8516,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_8641,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_8641,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_8716,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_8716,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_8995,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_8995,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_9666,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_9666,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_9857,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_9857,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_11453,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_11453,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_11691,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_11691,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_12077,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_12077,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_12958,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_12958,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_13461,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_13461,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_14800,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_14800,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_15157,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_15157,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_15842,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_15842,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_15843,nmo:hasIssuer,ex:issuer_93,1.0,
ex:coin_15843,nmo:hasPortrait,ex:person_19,1.0,
ex:coin_991,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_991,nmo:hasPortrait,ex:person_21,1.0,
ex:person_21,ex:hasPossibleIssuers,ex:issuer_94,1.0,
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_21,1.0,
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_138,1.0,
ex:issuer_94,ex:inPossibleIssuersOf,ex:person_141,1.0,
ex:person_138,ex:hasPossibleIssuers,ex:issuer_94,1.0,
ex:person_138,ex:hasPossibleIssuers,ex:issuer_288,1.0,
ex:coin_1735,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_1735,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_2833,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2833,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_2834,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2834,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_2835,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2835,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_2836,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2836,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2837,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2837,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2838,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2838,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2839,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2839,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2840,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2840,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2841,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2841,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_2842,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_2842,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_3045,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_3045,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_3151,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_3151,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_3521,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_3521,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_3582,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_3582,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_4650,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_4650,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_4997,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_4997,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_4998,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_4998,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_5667,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_5667,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_6619,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_6619,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_8282,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_8282,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_8283,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_8283,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_8307,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_8307,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_8435,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_8435,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_8729,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_8729,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_9011,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_9011,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_9076,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_9076,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_9301,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_9301,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_9859,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_9859,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_11591,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_11591,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_11640,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_11640,nmo:hasPortrait,ex:person_21,1.0,
ex:coin_12281,nmo:hasIssuer,ex:issuer_94,1.0,
ex:coin_12281,nmo:hasPortrait,ex:person_141,1.0,
ex:coin_12380,nmo:hasIssuer,ex:issuer_94,1.0,
